title , platform , release_date , developer , genres , reviewer , metascore , review
Everreach: Project Eden,PC,Dec-4-2019,Elder Games,Action | Shooter | Third-Person | Arcade,DarkStation,60,In the case of Everreach: Project Eden some mechanical issues with AI or balance can be patched which other problems are more in the realm of aesthetics and direction and are probably doomed to never go away. There’s nothing wrong with a game having a clear inspiration — most every game does — but failing to innovate on that model can result in what we have here a product that feels like an unconvincing imitation.
Blood Knights,Xbox 360,Nov-1-2013,Deck 13,Role-Playing | Action Adventure | Fantasy | General | Fantasy | Action RPG,Official Xbox Magazine,50,Blood Knights is too easy to ever become actively irritating but its deficit of danger makes it too darn dull to hold even a devoted horror nut’s attention for long. Perhaps it’s a blessing then that the whole ho-hum campaign clocks in at just four hours.
Digimon World Data Squad,PlayStation 2,Sep-18-2007,Bec,Role-Playing | General,My Gamer,56,All in all there’s very little reason to get Digimon World: Data Squad. Between the simplistic-yet-frustrating battle system and the absolutely terrible graphics there just isn’t anything positive to say about the game.
Six Flags Fun Park,Wii,Mar-3-2009,7 Studios,Action | Miscellaneous | General | Party | Party / Minigame,GamingTrend,50,Just do yourself a favor skip this game and go have fun with the real thing.
Monster Jam,Xbox 360,Nov-13-2007,Torus Games,Driving | Racing | Simulation | Truck | Truck | Automobile,MS Xbox World,65,Upon first sight and play this game can be judged quite easily as a bog standard mediocre racing frenzy game any excuse for a bit of chaos.
Ghostbusters: Sanctum of Slime,PC,Mar-23-2011,Behavior Studios,Action Adventure | Modern | Sci-Fi | Sci-Fi | General,PC Games (Russia),55,Even if you are a Ghostbusters fan Sanctum of Slime is still difficult to recommend – it hardly contains any fanservice at all. [May 2011 p.81]
Power Rangers Super Megaforce,3DS,Oct-28-2014,Bandai Namco Games | 7thChord,Action | General,Digital Chumps,68,Its a manufactured experience thats still more superficial than engrossing but its a step in the right direction.
Quantum Theory,PlayStation 3,Sep-28-2010,Tecmo,Action | Shooter | Shooter | Third-Person | Fantasy | Fantasy | Arcade,GamingXP,64,If you like epic storytelling skip this one. The KI is lame and doesnt motivate you at all but the multiplayer is fun for a few hours.
John Deere: Harvest in the Heartland,DS,Nov-20-2007,Black Lantern Studios,Strategy | Tycoon | Management | Tycoon | Business / Tycoon,GameZone,69,Only a select few will be hooked for more than a few seasons. John Deere Harvest in the Heartland is extremely addictive but also extremely frustrating – not because the game is challenging or cheap but because of the inexcusable issues that prevent it from reaching its full potential.
New Rally-X,Xbox 360,Dec-27-2006,Bandai Namco Games,Action | Driving | General | General | Arcade,Official Xbox Magazine UK,50,Overall it makes for a slightly better game than Pac-Man and Ms Pac-Man though thats not saying much. [Feb 2007 p.101]
Harry Potter and the Deathly Hallows Part 2,PC,Jul-12-2011,None,Action | Shooter | Shooter | Third-Person | Fantasy | Fantasy | Arcade,Absolute Games,50,A more experienced studio could have made lemonade from these licensed lemons and turn the final chapter into a good action shooter. Unfortunately the team at EA Bright Light had neither time nor experience.
FIFA 20: Legacy Edition,Switch,Sep-27-2019,Electronic Arts,Sports | Team | Soccer | Sim,Nintendo Insider,50,Putting it simply there is still fun to be had with FIFA 20 Legacy Edition and playing against others online is still a joy. Nevertheless charging full whack for a game when absolutely no effort went into is out of order. Simply ask yourself this are new kits and some roster changes worth over £40 to you? If you answered yes then you have too much money.
Soldner: Secret Wars,PC,Jun-22-2004,Wings Simulations,Action | Shooter | Shooter | Third-Person | Tactical | Modern,GameSpy,60,Youll have to deal with a clunky interface and menu silly single-player missions brain-dead A.I. bizarre vehicle physics horrible net code dull graphics and sound and more bugs than a Georgia swamp in June.
Spuds Unearthed,PlayStation 4,Apr-24-2020,Gamedust,Strategy | Real-Time | General,PlayStation Universe,60,Spuds Unearthed has a lot of cool elements but they unfortunately don’t add up to a very compelling game. Plagued by overly complex interface elements and a very flimsy structure the core gameplay just isn’t interesting enough to keep players coming back for more.
Hatred,PC,Jun-1-2015,Destructive Creations,Modern | Action | Shooter | Third-Person | Shoot-'Em-Up | Arcade | Top-Down,GRYOnline.pl,65,Hatred is a very playable game for fans of adrenaline and bloody thrills although the content of the game is a bit controversial. The game could be longer more diverse and better optimized (Unreal Engine 4 is hungry for power). And given the overall quality Hatred did not deserve all the media buzz surrounding its development and most likely it wont be remembered in a few years time.
Flushed Away,PlayStation 2,Oct-24-2006,Monkey Bar Games,Action | Platformer | 3D,AceGamez,50,Flushed Away isnt a terrible game but it does nothing to encourage me to go and see the film again and tarnishes what is easily one of the funniest films of the year.
New Gundam Breaker,PlayStation 4,Jun-22-2018,Bandai Namco Games,Action | General,Everyeye.it,60,A clear step backwards compared to its predecessor.
PDC World Championship Darts 2008,PSP,Jun-16-2009,Oxygen Interactive,Sports | Alternative | Individual | Other | Other,VideoGamer,60,The gameplay works but the simple presentation and general lack of polish unfortunately relegate the game to something only a very small minority will enjoy.
PlayStation Move Ape Escape,PlayStation 3,Jul-5-2011,SCE Japan Studio,Miscellaneous | Party | Party | Party / Minigame,Vandal,56,A disappointing game that although succeeds in being a game for all types of public is too repetitive and has a very limited cooperative gameplay.
1950s Lawn Mower Kids,DS,Nov-3-2011,Zordix,Miscellaneous | General | General,IGN,45,So dont bother volunteering for any extra chores around the house to earn money for this one. You might have more fun just actually mowing the yard.
Final Fight: Streetwise,PlayStation 2,Feb-28-2006,Capcom,Action | Beat-'Em-Up,1UP,65,Unfortunately the end result is a little more Rambo a lot less Rocky. Its going to take a rethinking to pull the 3D brawler out of its me too phase and Streetwise certainly isnt helping.
Zathura,PlayStation 2,Nov-2-2005,High Voltage Software,Action Adventure | Sci-Fi,AceGamez,60,Zathura isnt a particularly bad title; it just lacks anything that puts it above most other recent releases.
The Elder Scrolls: Blades,Switch,May-14-2020,Bethesda Game Studios,Role-Playing | Western-Style,Everyeye.it,60,The most interesting feature is in fact the cross save that allows you to play indifferently on Switch or mobile devices.
Pac-Man Party 3D,3DS,Nov-8-2011,Namco Bandai Games,Miscellaneous | Party | Party | Party / Minigame,NintendoWorldReport,50,If youre thirsting for some Pac-Man partying Id go out and find the Wii version as its more accessible and for petes sake the game was clearly designed for the Wii.
G.I. Joe: The Rise of Cobra,PlayStation 3,Aug-4-2009,Double Helix Games,Action | General | General | Shooter | Third-Person | Arcade,PSM3 Magazine UK,61,Slow-witted camera idiotic targeting system and abysmal vehicle sections. [Oct 2009 p.82]
Sonic the Hedgehog,PlayStation 3,Jan-30-2007,Sonic Team,Action | Platformer | Platformer | 3D | 2D | 3D,Games Master UK,57,Some good ideas and lush graphics marred by bad game design. [Apr 2007 p.66]
Super Dungeon Bros,PlayStation 4,Nov-1-2016,React Games,Action | General,Push Square,50,Super Dungeon Bros is a strange case. Its a pretty good dungeon crawler with decent variety in its gameplay and enough of a fun factor in its scrappy multiplayer to keep you interested. However the rock theme is underplayed; it lends the game some personality but is largely ignored leading to a muddled presentation. Some bugs also hold it back and the online side isnt very healthy right now but this could still be a fun distraction in couch co-op with a few friends.
Omerta: City of Gangsters,Xbox 360,Feb-12-2013,Kalypso | Haemimont Games,Simulation | Strategy | General | General | General,XGN,60,While Omerta has a great gangster style with the black and white photos and jazz music the gameplay itself feels more like work than playing a videogame. The animations in the fighting scenes are stiff and the only thing that changes when your influence on Atlantic City grows are the emblems above the houses. All missions start up slow and especially in the first few hours you are constantly waiting for your henchmen to finish their task.
MLB Slugfest 20-04,Game Boy Advance,Mar-18-2003,Handheld Games,Sports | Traditional | Baseball | Arcade,Pocket Games,60,A so-so system that doesnt offer enough action to counter the lack of depth. [Summer 2003 p.49]
ECW Anarchy Rulz,PlayStation,Aug-18-2000,Acclaim,Action | Fighting | Wrestling,GameSpot,55,Things just dont feel quite right and even if you like the controls the AI still cheats too much the same boring combinations still lead to wins and crowd involvement still takes precedence over inherent skill.
Star Wars The Clone Wars: Republic Heroes,Xbox 360,Oct-6-2009,Krome Studios,Action Adventure | Sci-Fi | Sci-Fi | General,Vandal,55,This new Star Wars videogame doesnt make the most of the new generation power but also is a boring and dull action game with no variety in its contents.
Yaiba: Ninja Gaiden Z,PlayStation 3,Mar-18-2014,Spark Unlimited | comcept,Horror | Action Adventure | General | Horror | Survival | Linear,LaPS4,68,Yaiba: Ninja Gaiden Z gets to the point: action zombies and katanas for hackn slash lovers delight. Team Ninja and comcept managed to avoid making a boring game although Yaiba is perhaps quite short and suffers from a lack of variety.
America's Army: True Soldiers,Xbox 360,Nov-15-2007,Red Storm Entertainment,Action | Shooter | Shooter | First-Person | Modern | Modern | Arcade,GotNext,50,Even with a solid multiplayer though theres no reason for Americas Army: True Soldiers to be priced and marketed in the same class as other AAA FPS games available on the Xbox 360.
Harry Potter and the Deathly Hallows Part 2,PlayStation 3,Jul-12-2011,EA Bright Light,Action | Shooter | Shooter | Third-Person | Fantasy | Fantasy | Arcade,Vandal,60,It is a shame that the game is not as good as the movie it is based on. This is a simple and repetitive shooter that offers little incentive for those players who dont follow the adventures of the young wizard.
The Golden Compass,DS,Dec-4-2007,Artificial Mind and Movement,Action Adventure | Fantasy | General | Fantasy,Worth Playing,50,It is a great disappointment that The Golden Compass for the NDS should be so sub-par.
Myst,DS,May-13-2008,Hoplite Research,Adventure | 3D | First-Person | Fantasy | Fantasy,Official Nintendo Magazine UK,63,Quite why they didnt simply make a new Myst specifically for the DS is the real mystery. [Feb 2008 p.84]
Dead or Alive Xtreme 3: Fortune,PlayStation 4,Mar-24-2016,Team Ninja,Sports | Volleyball | Team,JeuxActu,65,If youre coming here for the gameplay forget Dead or Alive Xtreme 3 as nothing has evolved on that topic for the last decade. If you want to peep at sexy girls youre in the right place as everything was made with this goal in mind. A game to store on the ecchi shelf.
Surgeon Simulator: Experience Reality,PlayStation 4,Dec-3-2016,Bossa Studios,Simulation | Virtual | Career,God is a Geek,65,It’s largely the same hilarious gory surgery sim you know and love but its mechanics dont translate well to VR.
Cruis'n  Exotica,Nintendo 64,Oct-16-2000,Gratuitous Games,Driving | Racing | Arcade,GameSpot,58,Playing Exotica requires very little skill or finesse but for the casual gamer who doesnt want to commit lots of time to racing a track thats not really a bad thing.
Backyard Wrestling 2: There Goes the Neighborhood,Xbox,Nov-16-2004,Paradox Development,Action | Fighting | Wrestling,Game Informer,58,Movement feels floaty hit detection and collision issues are everywhere and enemy AI is painfully stupid. [Jan 2005 p.118]
Dead Alliance,Xbox One,Aug-29-2017,IllFonic | Maximum Games | Psyop,Action | General | Shooter | First-Person | Tactical,Generación Xbox,50,With the original premise of being able to use the hordes of zombies in your favor to massacre on the enemy comes Dead Alliance. A competitive shooter in which you can test your reflexes and ability as long as you can overlook their technical and visual impairments.
Will of Steel,PC,Feb-4-2005,Gameyus Interactive,Strategy | Real-Time | Military | General | Military,AceGamez,60,You are indeed going to need a Will of Steel to play this game merely because it takes tremendous patience to put up with terrible AI.
Aliens: Colonial Marines,PlayStation 3,Feb-12-2013,Gearbox Software,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,LaPS4,58,Aliens are back in the videogame scene. However this game does little justice to the film series and lags behind in technical aspects when compared to other current titles. Nonetheless the different game modes –competitive and cooperative– will guarantee the fun that the solo campaign is lacking.
Rise of the Guardians,Xbox 360,Nov-20-2012,Torus Games | D3Publisher,Adventure | General | General,MondoXbox,55,It sports the charismatic characters from the movie but lacks in variety and player satisfaction. Avoidable.
Star Wars The Clone Wars: Republic Heroes,PlayStation 3,Oct-6-2009,LucasArts | Krome Studios,Action Adventure | Sci-Fi | Sci-Fi | General,9Lives,59,Star Wars The Clone Wars: Republic Heroes looks like a previous-gen title and doesnt convince content-wise either. A lousy camera stubborn controls make the eternal stream of lives a must. It feels kiddy and your friends AI is so bad that you thank the heavens for its co-op ability. With the sheer volume of hit games coming we fear that Lucas wont be able to find a lot of gamers willing to purchase this game.
Tron,Xbox 360,Jan-9-2008,Backbone Entertainment,Action | General | General,GameSpot,60,The Xbox Live Arcade release of Tron hobbles this absolute arcade classic with some technical problems.
Farscape: The Game,PC,Aug-8-2002,Red Lemon Studios,Action Adventure | Sci-Fi | Sci-Fi | General,PC Gamer,63,A must-have for hardcore fans of the show (both of them). But for anyone else itll just be a very boring extra-long episode. [Nov 2002 p.122]
Justice League Heroes,DS,Oct-17-2006,Sensory Sweep,Role-Playing | Action RPG | Action RPG,AceGamez,60,A disappointment considering that the Xbox PS2 and GBA versions are so much fun to blaze through.
Gardening Mama 2: Forest Friends,3DS,Apr-29-2014,Racjin,Simulation | Strategy | General | Virtual | Career,Everyeye.it,57,This gardening themed spin-off carries over all the issues with the main chapter of Cooking Mama. Theres no depth in the minigames and player progression and that doesnt help an overall uninteresting offer.
Ben 10: Omniverse,Wii U,Nov-18-2012,Vicious Cycle,Role-Playing | Massively Multiplayer Online | Fantasy | Action | General | General,Gamereactor Denmark,50,It feels as though all creativity and imagination has been shunned during development and the result is a load of lethargic combat with too many flaws and complete lack of the details and polish that define the best games of the genre.
Hot Wheels: Beat That!,Xbox 360,Sep-26-2007,Eutechnyx,Driving | Racing | Arcade | Arcade | Automobile,Official Xbox Magazine,65,And while the game is generally fun its strictly for casual arcade racing-style fans. [Jan 2008 p.69]
TMNT: Mutant Melee,Xbox,Mar-15-2005,Konami Computer Entertainment Hawaii,Action | Fighting | 3D,GameZone,57,If you have to see what its about for yourself rent it before purchasing and above all else… find a friend.
Naughty Bear,PlayStation 3,Jun-25-2010,Artificial Mind and Movement,Action | General | General,SpazioGames,60,Naughty Bear is an amazing character in an average game. Some technical flaw and some dull mechanic ruins the appeal of the game.
Bliss Island,Xbox 360,Mar-12-2008,Pompom Software,Miscellaneous | Puzzle | Puzzle | General | General,Thunderbolt,60,Its at times a blissful experience and at times a total joy but at others its frustrating and shallow.
Jeremy McGrath Supercross 2000,PlayStation,Jul-14-2000,Acclaim,Driving | Racing | Motorcycle | Motocross,PSX Nation,60,Supercross 2000 is just bland. The game lacks real variety.
Transformers: Rise of the Dark Spark,PlayStation 4,Jun-24-2014,Edge of Reality,Action Adventure | Sci-Fi | General,GamesRadar+,50,While far from the worst Transformers game Rise of the Dark Sparks interesting ideas are eclipsed by bland action and frustrating design.
Funk of Titans,Xbox One,Jan-9-2015,A Crowd of Monsters,Action | Platformer | 2D,Hobby Consolas,68,Good ideas and a fun artistic approach for a game which is sometimes boring.
RollerCoaster Tycoon World,PC,Nov-16-2016,Nvizzio Creations,Tycoon | Strategy | Management | Business / Tycoon,SpazioGames,50,RollerCoaster Tycoon World is a pale shadow of the past RollerCoaster Tycoon 3. The rollercoaster editor works well but it is also the only good element of the game.
Air Conflicts: Vietnam,PC,Oct-2-2013,bitComposer Games | bitComposer,Action | Simulation | Flight | Flight | Combat,DarkStation,60,Unless you’re dying for a game set in Vietnam there’s no great need to play this.
Asphalt 3D,3DS,Mar-22-2011,Gameloft,Driving | Racing | General | General | Arcade | Automobile,Official Nintendo Magazine UK,70,A surprisingly good instalment. Well worth a look if you see it for 20 quid or so. [Apr 2011 p.90]
Fast Draw Showdown,Wii,Jan-4-2010,Digital Leisure Inc. | Digital Leisure,Action | Shooter | Shooter | First-Person | Light Gun | Light Gun | Modern,Official Nintendo Magazine UK,61,Its rubbish fun. [Mar 2010 p.94]
NBA Live 14,PlayStation 4,Nov-19-2013,EA Sports,Arcade | Sports | Traditional | Team | Basketball | Arcade,Gameplanet,55,NBA Live 14 delivers an unambitious sporadically exciting basketball simulation held back by its slavish adherence to replicating the televised game.
Dynasty Warriors 6,PlayStation 2,Nov-18-2008,Koei | Omega Force,Action | Beat-'Em-Up,Worth Playing,50,So yeah if you have an option skip the PS2 version for the 360 copy.
Justice League: Chronicles,Game Boy Advance,Nov-12-2003,Full-Fat,Action | Platformer | 2D,GameSpy,60,Chronicles has some of the most unresponsive controls Ive experienced in a long time.
Ice Age: Continental Drift - Arctic Games,Xbox 360,Jul-10-2012,Activision,Action | Platformer | Platformer | 3D | 3D,Games Master UK,50,Theres no denying that it has enough tournament action to keep easily pleased fans happy. [Oct 2012 p.92]
Naughty Bear,Xbox 360,Jun-25-2010,Artificial Mind and Movement,Action | General | General,SpazioGames,60,Naughty Bear is an amazing character in an average game. Some technical flaw and some dull mechanic ruins the appeal of the game.
Deadfall Adventures,Xbox 360,Nov-15-2013,The Farm 51,Action | Shooter | Shooter | First-Person | Fantasy | Fantasy | Arcade,Vandal,55,We find a bunch of good ideas crashing among them. Its hard to recommend this game but we really hope they find the way to make it work in a possible sequel.
Furu Furu Park,Wii,Jan-17-2008,Taito Corporation | 505 Games,Miscellaneous | Party | Party | Party / Minigame,Gaming Target,60,Not all of them are hits; however there are a couple of gems that deserve being rediscovered.
Battle: Los Angeles,PlayStation 3,Mar-22-2011,Saber Interactive,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,IGN,55,The game lacks variety but it also doesnt outstay its welcome. If you want some laughs and dont mind that the shooting experience is average at best playing through this alien invasion is probably more entertaining than the movie and youll get some Achievements/Trophies out of it.
Rengoku: The Tower of Purgatory,PSP,Apr-26-2005,Neverland,Action Adventure | Fantasy | General | Fantasy,GameCritics,65,With its minimalist aesthetic and focus on customization and combat at the expense of all else Rengoku might leave a lot of curious PSP owners cold. But for those gamers looking for something a little further afield than the latest racing or sports update this niche experience is most definitely worth looking at.
WWE 2K20,PlayStation 4,Oct-22-2019,Visual Concepts,Sports | Individual | Combat | Wrestling,Game Over Online,64,The game is flat-out broken right now and unlike Matt Hardy I don’t think the lake of reincarnation can help it. It needs some time to be fixed up and lots of it. Fortunately 2K through their WWEGames Twitter account maintains that patches are coming in the next few weeks – so if those come out and fix things up grab the game then. Until then you can safely skip 2K20 and it’s a shame because conceptually it’s got a lot of improvements – but the final product just doesn’t live up to its potential.
Mindjack,Xbox 360,Jan-18-2011,FeelPlus,Action | Shooter | Shooter | Third-Person | Sci-Fi | Modern | Arcade,XGN,50,Mindjack teaches us that a good concept doesnt always evolve into a good game. Square Enix should really think about all the mistakes theyve made if they ever want to create a successor.
Enki,PC,Jul-31-2015,Storm in a Teacup,Adventure | 3D | First-Person,Eurogamer Italy,50,Enki is presented as a repeatable horror experience but fails both the repeatable and the horror parts. The publicized randomization system affects just the displacements of key objects and the whole experience is over in about 50 minutes far less than the price point of 10 Euros my suggest.
The Legend of Alon D'ar,PlayStation 2,Dec-4-2001,Stormfront Studios,Role-Playing | Action RPG,Game Informer,50,If theres a legend here its that this title fails to raise your heartbeat in almost any way. [Mar 2002 p.79]
Jeremy McGrath Supercross 2000,Dreamcast,Sep-29-1999,Acclaim,Driving | Racing | Motorcycle | Motocross,Dreamcast.net,59,Has everything needed for a great game but unfortunately fails to produce in the end.
Venetica,Xbox 360,Jan-11-2011,Deck 13,Role-Playing | Third-Person | Third-Person | General,Games Master UK,57,A compelling enough adventure spoilt by shonky controls and shonkier visuals. [Feb 2011 p.93]
One Piece: Romance Dawn,3DS,Feb-11-2014,Bandai Namco Games,Role-Playing | General | General,SpazioGames,55,We feel sorry to see that a great publisher like Namco Bandai in possession of a good license such as One Piece produced such a mediocre title which will be attractive only to the hardcore fans of the series and especially the younger among them.
Game Tycoon,PC,Mar-22-2006,Tri Synergy,Strategy | Tycoon | Management | Tycoon | Business / Tycoon,BonusStage,69,Where Game Tycoon falters is in its lack of depth and variety. Although the concept and myriad of options I described in the paragraph above are intriguing there isn’t a whole lot to it beyond clicking check boxes on the screen and managing company economics.
Iron Man,PlayStation 3,May-2-2008,Secret Level,Action | General | General,Cheat Code Central,60,The chaotic levels are challenging but they become far too repetitive far too quickly.
Ghostbusters: Sanctum of Slime,PlayStation 3,Mar-22-2011,Behavior Studios,Action Adventure | Modern | Sci-Fi | Sci-Fi | General,3DJuegos,56,Ghostbusters: Sanctum of Slime is recommended only for the lovers of the films with friends to play. The AI is frustrating the design really poor and repetitive. This time the Ghostbusters have failed.
Stormrise,PC,Mar-24-2009,Creative Assembly,Strategy | Real-Time | Sci-Fi | Sci-Fi | General,Cynamite,60,The imprecise controls bad AI and a completely missing overview make this game more hassle than fun. Stormrise raises a storm – of frustration!
Star Trek The Video Game,Xbox 360,Apr-23-2013,Digital Extremes,Action Adventure | Sci-Fi | Sci-Fi | General,GamesBeat,59,An unoriginal example of an archaic form of entertainment.
Touhou Kobuto V: Burst Battle,PlayStation 4,Oct-10-2017,CUBETYPE,Action | Fighting | 3D,Meristation,68,A funny and interesting game based on Touhou characters which as a fighting game is really curious but lacks on its rooster with only 9 characters and contents to maintain interest on it.
Mission: Impossible: Operation Surma,Game Boy Advance,Dec-2-2003,M4 Limited,Action | Platformer | 2D,Game Chronicles,57,A mild diversion rather than the full-blown stealth spy-thriller it could have been. At times I had fun but most of the time I was turned off by the frustrating gameplay and slow pacing of the action.
Dino Island,PC,Aug-24-2002,Monte Cristo Multimedia | Monte Cristo,Strategy | Tycoon | Management | Tycoon | Business / Tycoon,Computer Gaming World,50,Has the potential to be a truly unique sim but its got the blocky aesthetics of an edutainment title yet is too complex for junior to play on his own. [Sept 2002 p.85]
Jazz and Faust,PC,Jun-13-2002,Saturn+,Adventure | 3D | First-Person | Modern,Four Fat Chicks,75,Still if you like sweet genteel heroes who absolutely cannot die and humorous third-person adventure games filled with inventory puzzles and devoid of gore its certainly worth the price of admission.
The Sopranos: Road to Respect,PlayStation 2,Nov-7-2006,7 Studios,Action Adventure | Modern,Game Informer,60,The framerate chugs from time to time and the controls feel looser than the strippers at the Bada Bing. Still the story and dialogue had me laughing out loud a few times. If you are a big fan of the show it is worth a look but don’t expect much.
Final Fight: Streetwise,Xbox,Feb-28-2006,Secret Level,Action | Beat-'Em-Up,1UP,65,Unfortunately the end result is a little more Rambo a lot less Rocky. Its going to take a rethinking to pull the 3D brawler out of its me too phase and Streetwise certainly isnt helping.
G.I. Joe: The Rise of Cobra,Xbox 360,Aug-4-2009,Double Helix Games,Action | General | General | Shooter | Third-Person | Arcade,Planet Xbox 360,63,The game is a much better rental or title that is best left to borrowing from a friend who was fooled into buying it due to their ‘80’s nostalgia.
Fear Effect Sedna,PC,Mar-6-2018,Sushee,Role-Playing | General,COGconnected,55,The whole affair feels sort of perfunctory.
Block Factory,3DS,Apr-26-2012,Enjoy Gaming,Miscellaneous | Puzzle | General | Puzzle | General,Nintendo Life,50,Block Factory is an attempt to do something different and it manages it competently while using some of 3DS functionality well. However more than anything its a greatest hits package of some existing block-dropping games with creation options that feel limited. With more fleshed out customisation even on a stylistic level alone it could have been something much bigger than it is.
Time and Eternity,PlayStation 3,Jul-16-2013,Image Epoch | Imageepoch,Role-Playing | Console-style RPG | Console-style RPG | Japanese-Style,3DJuegos,58,A so-so JRPG with neat ideas and a unique graphical conception but it also has lots of technical problems and annoying battles too.
MC Groovz Dance Craze,GameCube,Nov-22-2004,Mad Catz,Miscellaneous | Rhythm | Dancing,Detroit Free Press,75,The things I liked about the game overwhelmed what I didnt like. If you want a high score you cant be a stiff. You have to get into the groove and use your whole body.
Bloodforge,Xbox 360,Apr-25-2012,Climax Group | Climax Studios,Action | General | General,ZTGD,65,Still if you can stick with it and become accustomed to the way you are forced to rely on instinct there is a pretty fun and solid game here. The barrier to entry is just too high to recommend it to everyone.
ArchLord,PC,Oct-3-2006,NHN Corporation,Role-Playing | Massively Multiplayer Online | Massively Multiplayer | Fantasy | Fantasy,GamingTrend,62,Given a year or so Archlord might be a solid title. Right now though? Its not worth the money.
Contra: Rogue Corps,Switch,Sep-24-2019,Konami,Action | Shooter | Shoot-'Em-Up | Top-Down,Nintenderos,59,The game is a failed attempt to bring back this mythical saga. The title innovates with several game modes that are affected by its bad gameplay and input lag. Also noteworthy is its poor graphic section and its acceptable sound section.
Nickelodeon Kart Racers,PlayStation 4,Oct-23-2018,Bamtang | GameMill Entertainment,Racing | Arcade | Automobile,Digital Chumps,55,Graphically the game looks quite dated. The music is well bad — and the effects while capturing some of the characters’ uniqueness is still pretty flat. Likewise in general for the game while there is some fun to be had especially in local multiplayer the overall experience is more underwhelming than not. That makes this game very difficult to recommend to all but the most ardent kart racing or Nickelodeon fans. Even within those camps who are more apt to overlook flaws with NKR the experience leaves a lot to be desired.
Coraline,Wii,Jan-27-2009,Papaya Studios | Papaya Studio,Adventure | General | General,Nintendo Gamer,52,A dark fantasy adventure stripped of darkness fantasy and well adventure. [July 2009 p.71]
Beyond the Law: The Third Wave,PC,Apr-2-2004,Magnum Games,Action | Shooter | Third-Person | Tactical | Modern,netjak,57,The concept is all there but some features such as funds management background story and sounds are only half-baked and appear as if the developers lost interest in completing the title.
Clash of the Titans,Xbox 360,Jul-27-2010,Game Republic,Action Adventure | Historic | General | Historic,X-ONE Magazine UK,60,The fact that the game attempts to surpass the standard tie-in speaks volumes. [Issue#60 p.96]
Brave: A Warrior's Tale,Xbox 360,Aug-4-2009,Collision Studios,Action | Action Adventure | Platformer | General | Historic | 3D,GameZone,55,Brave is obviously designed with children new to gaming in mind but even they shouldn’t tolerate this glitchy mess. There’s a pretty good game here hiding amongst the bugs graphical issues and poorly designed platforming sequences. It’s called Brave: Search for Spirit Dancer and you can find it for a very reasonable price for the PS2.
Zumba Fitness: Join the Party,Xbox 360,Nov-18-2010,Pipeworks Software | Inc.,Sports | Miscellaneous | General | Exercise / Fitness,Official Xbox Magazine,65,If you dont mind solo workouts Zumba Fitness delivers in spades. [Jan 2011 p.79]
Turning Point: Fall of Liberty,PlayStation 3,Feb-26-2008,Spark Unlimited,Action | Shooter | Shooter | First-Person | Historic | Historic | Arcade,Da Gameboyz,56,Overall Turning Point: Fall of Liberty is game which had some fantastic ideas and concepts. Unfortunately the great ideas did not transform into a solid shooter.
Family Party: 30 Great Games,Wii,Dec-2-2008,Tamsoft,Miscellaneous | Party | Party | Party / Minigame,IGN,63,As far as mini-games on Wii go Family Party: 30 Great Games is an above average effort. That may not be saying much but if youre looking for something to entertain your friends on occasion you certainly could do a whole lot worse.
SPRay,Wii,Dec-3-2008,EKO Software,Action Adventure | Fantasy | General | Fantasy,Cheat Code Central,58,Its impossible to recommend as a purchase due to a handful of flaws that have a major negative impact on the gameplay. At On the same token its bursting with great platforming ideas that rival gamings top franchises. If youre curious we suggest a rental but beware of inevitable frustration.
KURSK,PC,Nov-7-2018,Jujubee,Action Adventure | Survival,BaziCenter,55,Jujubee S.A.’s efforts in creating a different narrative style is admirable and they did a great job in designing a solid atmosphere and a dynamic environment. But when it comes to presenting a video game inspired by real historical events KURSK falls a little bit short and besides that the core gameplay is not really entertaining either.
Hello Neighbor,Xbox One,Dec-8-2017,tinyBuild,Action | Adventure | General | 3D | First-Person,Xbox Tavern,61,Hello Neighbor is a confused game that doesn’t do much to entice those that are new to the experience. There’s a lack of structure in both the story and the gameplay. This alone makes much of the pace rely heavily on trial and error and although there’s a wide variety of different puzzles to work out the delivery of each of them can be mind boggling if you miss out on a single detail.
Steel Horizon,DS,Mar-20-2007,Climax Group | Climax Studios,Strategy | Turn-Based | Wargame | Turn-Based | General,GameZone,69,Steel Horizon works well as a mainstream DS release but does not have the intransigent components of a cutthroat strategy game. Its combat is too simplistic.
Stranger,PC,Mar-26-2008,Fireglow,Strategy | Real-Time | Fantasy | General | Fantasy,Cheat Code Central,60,Part of me feels the need to defend this game as I find myself almost feeling sorry for it. Its like a well-meaning kid that because of inadequate parents didnt get the break it deserves.
Rock Revolution,PlayStation 3,Oct-15-2008,Zoe Mode | HB Studios Multimedia,Action | Miscellaneous | Rhythm | Music | Music,3DJuegos,64,Rock Revolution is basically what you’d expect from a musical game at medium level.
MX vs. ATV Supercross Encore,PlayStation 4,Oct-27-2015,Rainbow Studios,Racing | General | Arcade | Automobile,Multiplayer.it,50,Like the original version MX vs ATV Supercross Encore is really boring and the lack of innovation makes it quite pointless.
