title , platform , release_date , developer , genres , reviewer , metascore , review
Thunderstrike: Operation Phoenix,PlayStation 2,Oct-15-2001,Core Design Ltd.,Action | Simulation | Shooter | Flight | Third-Person | Helicopter | Modern,GameZone,59,A game that suffers from could have been great syndrome. The weapons are cool and the missions are exciting but the controls ruined everything.
Yoshi's New Island,3DS,Mar-14-2014,Arzest,Action | Platformer | 2D,Cheat Code Central,62,Yoshi has had some grand adventures of his own but sadly this is not one of them.
Alpha Protocol,PlayStation 3,Jun-1-2010,Obsidian Entertainment,Role-Playing | Console-style RPG | Console-style RPG | Western-Style,GameSpot,60,Alpha Protocols astounding intricacies are tarnished by bugs clumsy gameplay mechanics and rough production values.
Dynasty Warriors: Gundam Reborn,PlayStation 3,Jul-1-2014,Omega Force,Action | Beat-'Em-Up | 3D,Shacknews,60,Dynasty Warriors: Gundam Reborn is sure to be a welcome return for some but the rust is clearly showing on this series.
F1 2015,Xbox One,Jul-21-2015,Codemasters,Racing | Simulation | Automobile,MondoXbox,69,F1 2015 lays good foundations for the series future on new consoles but it still needs a lot of work. Too many bugs and the absence of the Career mode one of the most loved in previous games make it hard to suggest it even to the biggest Formula One fans.
Monopoly Streets,PlayStation 3,Oct-26-2010,Electronic Arts,Miscellaneous | Board Games | Board Games | Board / Card Game,Absolute Games,60,If you love Monopoly but couldnt care less about online play get a 2008 version. It makes no sense to pay extra for pretty much the only new feature.
Danger Zone,PC,May-29-2017,Three Fields Entertainment,Racing | General | Arcade | Automobile,GameSpot,60,The old magic of Crash Mode rises to the surface often enough for Danger Zone to be a fun diversion but this excitement is ironically muted when the game decides to turn up the intensity in its later levels.
Diner Dash: Sizzle & Serve,DS,May-23-2007,Climax Group | PlayFirst | Climax Studios,Miscellaneous | Puzzle | Action | Puzzle | General | Puzzle | General | Action,GamesRadar+,60,Most levels in Diner Dash: Sizzle and Serve last five minutes tops which makes it a flexible on-the-go offering. We’re increasingly annoyed by publishers’ tendencies to toss a casual PC game onto portable consoles for a notably higher price than its PC version.
Mario Party 7,GameCube,Nov-7-2005,Hudson,Miscellaneous | Party,N-Europe,60,Basically Mario Party 6 but with less fun and [fewer] new ideas.
Secret Files 2: Puritas Cordis,PC,Oct-29-2009,Fusionsphere Systems | Animation Arts,Adventure | General | General,Vandal,60,Ultimately if Secret Files was a surprise for its good presentation and story this sequel was expected to follow its trail. However this Puritas Cordis shows it is not enough to reuse the same formula over and over.
Spyro: A Hero's Tail,Xbox,Nov-3-2004,Eurocom Entertainment Software,Action | Platformer | 3D,TeamXbox,64,A Heros Tail does a good job at starting to expand Spyros world in a few new directions with additional playable characters but its just a start.
Onimusha Tactics,Game Boy Advance,Nov-11-2003,Capcom,Strategy | Turn-Based | Fantasy,Cheat Code Central,60,If youre looking for a game that wont overtax your brain then OT is the way to go.
AO Tennis 2,Switch,Feb-11-2020,Big Ant Studios,Sports | Individual | Tennis,Nintenderos,60,A port that doesnt stand out in the graphic and technical section. However its gameplay is wonderful for lovers of pure and realistic tennis.
Bloo Kid 2,3DS,May-7-2015,winterworks,Action | Platformer | 2D,GameCrate,65,While the game borrows some of the best elements from Mario and Kirby (among others) it also suffers from some nasty issues of its own. The unpredictable nature of the games obstacles and artificial difficulty do more harm than good resulting in a product thats only good for short sessions rather than simply being an overall great game.
Naval War: Arctic Circle,PC,Apr-10-2012,Turbo Tape Games,Strategy | Real-Time | Military | General,Eurogamer Italy,60,Not a deep RTS game but a little bit more complex than a casual game Naval War is an average title. It can be funny but out there there is for sure something better.
Go Vacation,Wii,Oct-11-2011,Namco Bandai Games,Miscellaneous | Party | Party | Party / Minigame,Nintendojo,58,As a mini-game compilation Go Vacation falls short of the standard set by Wii Sports Resort due to its middling selection of activities and its frustrating motion controls; as a sandbox game however it fares significantly better offering up four expansive resorts to explore and a myriad of collectibles to find. While its extensive use of gesture commands nearly ruins the entire experience there is still quite a bit of fun to be had with the title particularly if you have a companion to share it with.
Transformers: Revenge of the Fallen - Autobots,DS,Jun-23-2009,Vicarious Visions,Action | Adventure | Shooter | Beat-'Em-Up | Sci-Fi | Sci-Fi | Third-Person | 3D | Arcade,Cheat Code Central,64,Though the game moves in a completely linear fashion with quite a few missions that arent very enjoyable to run through there are other elements of the game that are admittedly compelling and addictive.
Gear.Club Unlimited,Switch,Nov-21-2017,Eden Games Mobile,Action | General | Racing | Simulation | Automobile,Vooks,60,Ultimately Gear.Club Unlimited may have been better served doubling down on either the arcade or the simulation aspects of driving not both. In attempting to do both Gear.Club Unlimited stretches too thinly in trying to cater to both crowds creating a merely serviceable package filled with content brought down by unsatisfying driving.
Lucky's Tale,PC,Mar-28-2016,Playful Corp.,Action | Platformer | 3D,Multiplayer.it,63,Though Luckys Tale is a decent platformer its too short and doesnt have original ideas. But its for free so go and download it.
Crystal Quest,Xbox 360,Feb-5-2006,Stainless Games,Action | Shooter | Shooter | Static | Shoot-'Em-Up | Top-Down,GameSpot,62,A solid game that could have used some better presentational aspects. When put up against the surprisingly deep competition for this style of game on Xbox Live Arcade it falls a little flat.
Atari Classics Evolved,PSP,Dec-19-2007,Stainless Games,Miscellaneous | Compilation | Compilation,Console Gameworld,60,A pretty standard classics collection. On its own its exceedingly average but if youve got a soft spot for one or more of these games the awards might make it worth your time.
Dusk Diver,PlayStation 4,Oct-29-2019,JFi Games,Action | Role-Playing | General | Action RPG,RPGamer,60,Dusk Diver inevitably invites comparisons to both Persona and Yakuza. Yet this isn’t necessarily a bad thing as while it doesn’t have the thematic aspirations of the former or the writing and attention to detail of the latter the decent combat and low-key charm make it an overall pleasant experience that doesn’t overstay its welcome. Just keep in mind that it is very much cotton candy instead of a full-course meal.
Dragon Ball Z Budokai HD Collection,PlayStation 3,Nov-6-2012,Pyramid,Miscellaneous | Compilation | Compilation,Digital Chumps,62,I think passionate series fans whether Budokai veterans or not will appreciate the Collection but they may also question why a more thorough and complete version wasnt released.
Conduit 2,Wii,Apr-19-2011,High Voltage Software,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,Eurogamer Portugal,60,The Conduit 2 is a significantly improved experience over the previous game though without adding anything new.
Defiance,PC,Apr-2-2013,Trion Worlds,Massively Multiplayer Online | Role-Playing | Sci-Fi | Action | Shooter | Shooter | Third-Person | Sci-Fi | Sci-Fi | Arcade,Everyeye.it,65,Defiance fails in the difficult task of merging a TV series and a video game in a convincing and engaging way.
Battles of Prince of Persia,DS,Dec-6-2005,Ubisoft Montreal,Strategy | Miscellaneous | Turn-Based | Card Battle | Card Battle,Computer Games Magazine,60,It’s all in the cards. Play the campaign to earn them and then use them to build your decks. [Mar 2006 p.91]
Star Wars Jedi Knight II: Jedi Outcast,Switch,Sep-24-2019,Aspyr | Aspire,Action Adventure | Linear,Worth Playing,60,At its core Star Wars Jedi Knight II: Jedi Outcast remains a good title. Get past the shooting and youre rewarded with a ton of Force powers and lightsaber combat that remains at the top of its field to this day. However the port job isnt up to snuff as it lacks some slight auto-aim and lock-on to make the experience more user-friendly for console players so the opening levels are a real chore to get through even if you can handle the outdated textures and adherence to the old way of doing puzzles. Not only is it recommended to go with the PC release for this title but it also gives one pause about how the eventual port job of Jedi Academy will turn out.
Tokyo Twilight Ghost Hunters: Daybreak Special Gigs,PlayStation 4,Sep-20-2016,Arc System Works | Now Production,Strategy | Turn-Based | General,Gameblog.fr,60,Tokyo Twilight Ghost Hunters Daybreak Special Gigs is a superb Visual Novel with a good OST and original novel mechanics... But the tactical phases are boring and ugly and the story isnt that good.
Master of Orion 3,PC,Feb-25-2003,Quicksilver Software,Strategy | Turn-Based | Sci-Fi | 4X,Adrenaline Vault,60,The elements for a great game are present but the focus and execution of those elements is not.
Fallout: New Vegas - Honest Hearts,Xbox 360,May-17-2011,Obsidian Entertainment,Role-Playing | First-Person | First-Person | Western-Style,GamePro,60,Its a fair package -- more expansive than Dead Money but not quite as rich as Point Lookout which is the current gold standard for Fallout DLC. And of course its a long way from the expansion packs of yore where $30 could occasionally yield what amounted to an entirely new game. Ten dollars is a fair price for what Honest Hearts brings to the table but its ultimate appeal is down to whether or not youre still in the middle of a campaign. As it is this four hour romp through Zion National Park isnt quite worth dusting off your seven-month old copy of New Vegas.
Cargo! The Quest for Gravity,PC,Apr-21-2011,Ice-Pick Lodge,Miscellaneous | Action Adventure | Fantasy | General | General | Fantasy,GameStar,64,Theres that feeling that I should have fun playing the game but most of the time Im bored or angry because the controls are buggy. But if you like to be creative maybe youll be happy in this colourful world.
theHunter: Call of the Wild,PC,Feb-16-2017,Expansive Worlds,Sports | Individual | Nature | Hunting,Everyeye.it,63,Quotation forthcoming.
StarDrone,PlayStation 3,Apr-5-2011,Beatshapers,Action | General | General,Cheat Code Central,64,While there isnt a whole lot you can do with a control scheme as simple as this StarDrone manages to add new challenges and interesting twists right up until the very end. Add some trophies to the mix and despite its flaws StarDrone is a pretty decent value for eight dollars.
Fallout: Brotherhood of Steel,PlayStation 2,Jan-14-2004,Interplay,Role-Playing | Action RPG,G4 TV,60,When you play it in bite-size sessions youll appreciate wading into a sea of overgrown beetles or phosphorescent foes spiked baseball bat swinging. Despite a few design shortfalls the gameplay succeeds admirably as does its presentation.
Mission: Impossible: Operation Surma,PlayStation 2,Dec-8-2003,Paradigm Entertainment,Action Adventure | Modern,Armchair Empire,63,The part of the game that annoyed me the most - long range combat.
Heroes of Might and Magic IV: The Gathering Storm,PC,Sep-26-2002,3DO,Strategy | Turn-Based | Fantasy | General,netjak,70,A fine piece of work but a little hastily put together...Due to the lack of a random map generator and due to the limited replay value of the maps the most you can get from the expansion is a week of playing.
ESPN Winter X-Games Snowboarding 2002,PlayStation 2,Jan-14-2002,Konami,Sports | Alternative | Snowboarding,GameSpot,64,While Konami has toned down the simulation elements of Winter X-Games Snowboarding 2002 so that it will appeal to a broader audience the challenging controls and plodding snowboarder mode will turn off all but the most ardent snowboarders.
Silent Scope 2: Dark Silhouette,PlayStation 2,Sep-18-2001,KCET,Action | Shooter | Rail,Yahoo!,60,There arent really enough features here to recommend Silent Scope 2 to anyone other than those who are maniacally obsessive about the game ...or those rich I-Link-two-big-TVs-in-the-same-room-owning-people.
Heroes of Might and Magic: Quest for the Dragon Bone Staff,PlayStation 2,Apr-18-2001,New World Computing,Role-Playing | PC-style RPG,GamerWeb Sony,55,While some hardcore gameplay fans may appreciate the purity of this experience the plot and lack of characters is so glaring I find it hard to believe even so-called hardcore gamers wont find it annoying.
Jagged Alliance 2: Unfinished Business,PC,Nov-30-2000,Sir-Tech Software Inc.,Strategy | Turn-Based | Modern | Tactics,Computer Games Magazine,70,Delivers its moneys worth for true fans of the series but which is much too hard for anyone not utterly devoted to Jagged Alliance.
Assassin's Creed Liberation HD,PlayStation 3,Jan-14-2014,Ubisoft Sofia,Action Adventure | Historic | Historic | Open-World,PSX-Sense.nl,60,The PlayStation Vita version is faithfully ported to the PlayStation 3 and as it turns out does not make as much of an impression on the big screen. Ubisoft tweaked the free-running and combat aspects of the game though didnt bother fixing bugs and other shortcomings. Graphically its a totally expected letdown.
UEFA Euro 2012,PC,Apr-24-2012,EA Canada,Sports | Traditional | Team | Soccer | Sim | Sim,Games.cz,50,A sloppy job done by the developers of Euro-licensed UEFA Euro 2012 is nothing more than an over combined gaming mode with the Czech national team. If you truly dont long for new graphics and the logo of this years European Football Championship save your money and keep playing FIFA 12.
We Cheer 2,Wii,Nov-3-2009,Machatin | Inc.,Action | Miscellaneous | Rhythm | Dancing | Dancing,Digital Chumps,64,I think this game will satisfy the majority of the target audience with its customization options and modes of play. There arent a lot of songs here but the game is done well enough in every other respect to help make up for that.
Murder in the Abbey,PC,Aug-26-2008,Alcachofa Soft,Adventure | General | General,Absolute Games,64,Alcachofa Soft managed to produce only a half of a potentially great adventure. And I mean it literally - the two opening chapters are so different than the last two that you won’t believe your eyes.
Wild ARMs XF,PSP,Mar-11-2008,Media Vision,Strategy | Turn-Based | Fantasy | General | Fantasy | Tactics,GamePro,60,Theres no doubt that Wild Arms XF is best left for hardcore fans of the series who will probably be more forgiving of the games faults; the rest of you should look elsewhere for your tactical RPG fix.
The Sinking City,PlayStation 4,Jun-25-2019,Frogwares,Action Adventure | Survival,Playstation Official Magazine UK,60,Weaves Lovecraftian mythos into an interesting setting. But it frequently veers into being dull and repetitive which isn’t what you want from dreamlike horror. [Issue#165 p.89]
Corruption 2029,PC,Feb-17-2020,The Bearded Ladies Consulting,Strategy | Turn-Based | General,GameSkinny,60,Corruption 2029 is a competent tactical game that leaves you wishing it had spent just a little more time in development.
Urban Trial Freestyle,3DS,Jun-27-2013,Strangelands Ltd.,Miscellaneous | Driving | Racing | General | Arcade | Arcade | Automobile,Gaming Nexus,65,If you’re looking for a portable Trials game Urban Trial Freestyle isn’t a bad alternative. However the track designs could have been a little better and I’m appalled at the lack of multiplayer. A motocross game is a perfect example of a game to play with friends but apparently the developers didn’t think so.
The Legend of Korra,PC,Oct-21-2014,PlatinumGames,Action Adventure | General | Fantasy,GameStar,60,A solid core of action and an entertaining fight mechanics cant save the game from being mediocre.
Pressure,PC,Mar-26-2013,Chasing Carrots,Action | Racing | General | General | Arcade | Automobile,DarkStation,60,All that being said the core of Pressure is a fun ride. Good mechanics go a long way towards making a great action-racer but the bumps along the road end up bogging this down at the end of the race.
Dragon Age II: Legacy,Xbox 360,Jul-26-2011,BioWare,Role-Playing | PC-style RPG | Action RPG,GameTrailers,59,Legacy is full of good intentions but the final presentation feels bland and rushed.
MXGP Pro,PlayStation 4,Jul-10-2018,Milestone S.r.l,Racing | Arcade | Automobile,Gamer.nl,65,MXGP Pro does not really deliver when it comes to game modes and presentation but it does have a good approach in physics and the versatility of this racing sport.
Chasing Aurora,Wii U,Nov-18-2012,Broken Rules,Action | General | Flight | Flight,GameOver.gr,60,Chasing Aurora should be played by you and your friends then and only then it can deliver any amount of fun.
Deadcore,PlayStation 4,Jul-14-2017,Grip Games,Action | Shooter | First-Person | Arcade,GameGrin,60,DeadCore is a challenging puzzle-platformer that really demands a high skill level of its player base. Visually is it incredibly uninspired and overly busy in places which can make the occasional frame drops quite frustrating. The mix between first-person shooting mechanics and freerunning platforming make the game a blast to play. For those who want a challenging platforming title on the PS4 DeadCore is right up your alley. For casual gamers out there I would recommend going elsewhere.
Sonic Heroes,PlayStation 2,Jan-27-2004,Sonic Team,Action | Platformer | 3D,Electronic Gaming Monthly,67,As with the previous two 3D Sonic outings Sonic Heroes is a solid platformer that couldve been a lot better if the developers had spent more time balancing the levels and tweaking the unbelievably frustrating camera. [Feb 2004 p.108]
Egg Mania: Eggstreme Madness,GameCube,Sep-11-2002,Kemco,Miscellaneous | Puzzle | General,Electronic Gaming Monthly,60,Its a simple concept that offers a fun twist on the falling-block model of a Tetris or Doctor Mario. [Oct 2002 p.194]
Triple Play 2002,Xbox,Mar-18-2002,Pandemic Studios,Sports | Traditional | Baseball | Sim,Xbox Nation Magazine,60,As ugly as a Tim Wakefield knuckleball. [Spring 2002 p.91]
Harry Potter and the Sorcerer's Stone,PlayStation,Nov-15-2001,Argonaut Games,Action Adventure | Fantasy,Electric Playground,60,A PlayStation game that will disappoint Potter fans around the world with its bland graphics blocky characters lifeless locales frustrating challenges and uninspiring gameplay.
Test Drive Off-Road Wide Open,Xbox,Nov-14-2001,Rockstar San Diego,Driving | Racing | Rally / Offroad,Game Revolution,58,Excellent physics and suspension aggressive opponents and humongous and well-planned environments give a bit of shine to a game that is otherwise strictly last generation.
4x4 Evolution,PlayStation 2,Feb-26-2001,Terminal Reality,Driving | Racing | Rally / Offroad,Maxim Online,60,The game’s lack of realism (your cars can’t get damaged or dirty) takes away from that devilish feeling that you’re doing something naughty with the family car.
Gunbird 2,Dreamcast,Nov-17-2000,Psikyo,Action | General,Game Revolution,67,The game is really really hard but thats the nature of this genre. I just wish that there were more rewards for my efforts; it feels almost pointless to try so hard.
JoJo's Bizarre Adventure HD Ver.,PlayStation 3,Aug-21-2012,Capcom,Action | Fighting | Fighting | 2D | 2D,GameOver.gr,60,Its strange bizarre some would say but this old fighting game from Capcom still has some life in it. Too bad its way too overpriced.
Sid Meier's Pirates!,Wii,Sep-28-2010,Virtuos,Strategy | General | General,Level7.nu,60,Sid Meiers Pirates for Wii is partially a missed opportunity. The games a classic on PC but the Wii version feels a little unessecary since the new functions for this console doesnt add much to the experience. Theres a lot to do in this game and it can get you quite hooked but it could have been done much better.
SimCity,PC,Mar-5-2013,Maxis,Miscellaneous | Virtual Life | Strategy | City Building | Management | Modern | Modern | Government,Post Arcade (National Post),60,You soon realize that control like your city isn’t all its built up to be. So much has been smoothed out that it doesn’t always feel like you’re running the show.
Gods Will Be Watching,PC,Jul-24-2014,Devolver Digital,Adventure | General | Point-and-Click,God is a Geek,60,Where Gods Will Be Watching is really testing though is in its almost impenetrable difficulty. There’s a fine line between challenge and frustration and sadly with all of its positives Gods Will Be Watching will leave you questioning whether its really worth it.
Planet of the Eyes,Xbox One,Sep-12-2017,Coco Cucumber | Cococucumber,Action | Platformer | 2D,GameGrin,60,This title is pretty and has decent platforming despite not pulling the player in or offering challenging puzzles. Simply put it does as much right as it does wrong. It’s short but it doesn’t overstay its welcome due to that. It’s too easy but it makes for a nice quick completion when you’ve got some extra time. Might not be a bad idea to wait for a sale and complete it in only a little bit more time than it takes to download.
Hell Yeah! Wrath of the Dead Rabbit,PC,Oct-3-2012,Arkedo Studio,Action | Platformer | Platformer | 2D | 2D,Riot Pixels,60,Hell Yeah wouldve worked much better if it were a comic book or an animated movie. It is eye-catching and crazy just to the right degree but alas so primitive as a game.
Of Orcs and Men,Xbox 360,Oct-24-2012,Cyanide | Spiders,Role-Playing | Action RPG | Action RPG | Western-Style,GameSpy,60,Keep in mind that this isnt an everymans game -- its linear levels the absence of bundles of loot and even the quirks of its combat whittle down its potential audience -- but theres a lot to love about how this RPG sings the glories of the underdogs.
The Lord of the Rings: Tactics,PSP,Nov-8-2005,Amaze Entertainment,Strategy | Turn-Based | Fantasy | General | Fantasy | Tactics,Next Level Gaming,65,This game is simply trying to cash into the Lord of the Rings franchise so lets be smart enough and not fall for that old trick just walk on buy this one on the store shelves.
Musashi: Samurai Legend,PlayStation 2,Mar-15-2005,Square Enix,Role-Playing | Action RPG,Official U.S. Playstation Magazine,60,Despite Musashis quirky look and interesting mechanics the elementary mistakes made with the camera and the poor pacing ultimately make the game feel more like its 1998 predecessor than a modern sequel.
SpongeBob Squigglepants 3D,3DS,May-17-2011,WayForward,Miscellaneous | General | General,GamePro,60,SpongeBob SquigglePants has a few problems that can be justified -- the lack of impressive 3D effects doesnt sting since the game includes a variety of cool art styles and the games derivation from the WarioWario formula can be forgiven since the core gameplay is entertaining. Unfortunately theres no good reason for the games biggest problem: the extreme dearth of content. At $40 theres not nearly enough of SpongeBob SquigglePants to justify a purchase.
Restaurant Empire II,PC,May-26-2009,Enlight Software,Strategy | Tycoon | Management | Tycoon | Business / Tycoon,IGN,69,Restaurant Empire 2 is a little tricky to evaluate. On one hand you’re getting two games that give you glimpses of what it’s like to run dining establishments both of which manage to essentially get the job don and pack in a story to boot.
Disney*Pixar WALL-E,PSP,Jun-24-2008,Heavy Iron Studios | Savage Entertainment,Action | Platformer | Platformer | 3D | 3D,GameZone,50,But the game itself is not rewarding. The game is like so many with a license attached little more than a rental youll quickly forget.
Hardwood Hearts,Xbox 360,Dec-8-2005,Silver Creek Entertainment,Miscellaneous | Parlor | Gambling | Board / Card Game | Gambling,GameSpot,61,Hardwood Hearts is a Hearts game for Hearts fans. If you dont already play Hearts you arent likely to get much out of this one.
SIMULACRA,Switch,Dec-3-2019,Kaigan Games OU,Simulation | Virtual | Virtual Life,Twinfinite,60,Its story is creepy and unpredictable with the variety in gameplay keeping you engaged even if it drags towards the end.
Snooker 19,PlayStation 4,Apr-16-2019,Lab42,Sports | Individual | Billiards,TheSixthAxis,60,Snooker 19 is a solid snooker simulation that will definitely appeal to fans of the sport. The relative lack of modes and some major oversights do hold it back and so it is difficult to recommend unreservedly. It might be Lab42s first attempt with the official license but right now Snooker 19 feels too much like style over substance. Not so much a 147 as a battling 50 ending in an unfortunate in-off whilst amongst the reds.
The Council - Episode 5: Checkmate,PlayStation 4,Dec-4-2018,Big Bad Wolf,Adventure | General,XGN,60,The final episode of The Council differs from the other episodes in tone and length and is kind of a let down. It is too short and there are too many abrupt changes in Checkmate to conclude it in a satisfying way.
Grand Ages: Medieval,PlayStation 4,Oct-13-2015,Gaming Minds Studios,Strategy | Real-Time | General,PSX-Sense.nl,65,An elaborate strategy experience hurt by mediocre graphics and a disappointing fighting system. Its a shame we cant properly read the letters on the screen either.
WRC 2: FIA World Rally Championship 2011,PlayStation 3,Oct-14-2011,MileStone Inc.,Driving | Racing | Rally / Offroad,Playstation Official Magazine UK,60,By far the biggest blot on WRCs copybook is the lack of variety on display. [Dec 2011 p.114]
Alien Breed 3: Descent,PC,Nov-17-2010,Team17,Action | Shooter | Shooter | Third-Person | Sci-Fi | Sci-Fi | Arcade,SpazioGames,65,Its still a good game but this third chapter should have been something more in terms of new ideas and polishing.
Kholat,PC,Jun-9-2015,IMGN.PRO,Fantasy | Adventure | 3D | First-Person,Gamer.nl,60,The world of Kholat is magnificent but the promises of a cool story and memorable gaming experience do not really come true. Using the map and compass are fun but frustration and boredom are near. Too bad because especially the Dyatlov Pas-incident is a good subject for a game.
Sid Meier's Starships,PC,Mar-12-2015,Firaxis Games,Strategy | Turn-Based | General,IGN,65,Sid Meier’s Starships’ battles held my attention for a handful of games after which point the tactical AI’s behavior became exploitable and the strategic layer became too muddled and unpredictable.
Infliction: Extended Cut,PlayStation 4,Feb-25-2020,Caustic Reality,Adventure | 3D | First-Person,Malditos Nerds,60,The biggest flaw in Infliction: Extended Cut are its similarities to so many other games. Many of its mechanics and design decisions have already been seen but players who love horror will be hooked by its creepy atmosphere and story.
Harry Potter and the Half-Blood Prince,PC,Jun-30-2009,EA Bright Light,Action Adventure | Fantasy | General | Fantasy,Gamer.nl,60,Harry Potter and the Half-Blood Prince will give fans some enjoyment but it doesnt offer much challenge and the story is told in a lackluster way. However the games visual presentation is impressive and the offered mini-games are fun to play.
Zoo Tycoon 2: Endangered Species,PC,Oct-19-2005,Blue Fang Games,Strategy | Tycoon | Management | Tycoon | Business / Tycoon,IGN,65,There are some good additions but stuff that I would have expected to be added on top of a different major theme. I guess when it comes to zoos its a little harder to find new topics for great expansions.
Accel World vs. Sword Art Online: Millennium Twilight,PlayStation 4,Jul-7-2017,Artdink,Role-Playing | Action RPG,The Games Machine,65,Accel World VS Sword Art Online has a decent and enjoyable combat system but everything else is definitely sub-par: the graphics seems to be coming from the previous PlayStation and the world is dull and pretty anonymous. Probably slightly more interesting if youre a fan of the series.
Yosumin! LIVE,Xbox 360,May-27-2009,Square Enix,Miscellaneous | Puzzle | Puzzle | General | General,Edge Magazine,60,The concept at the core of Yosumin Live is robust but it fails to hold up under extended play. Either Square Enix has happened upon a brilliant mechanic that has yet to fully bloom or one that it has been unable to sustain. The scant progression Yosumin has made in its transition from webgame to XBLA release indicates that perhaps it is the latter.
SingStar ABBA,PlayStation 2,Dec-2-2008,SCEE London Studio,Miscellaneous | Rhythm | Music,GamesRadar+,60,We applaud the focus but the flip side of that is a narrower market and decreased value to those of us who don’t know which of the ladies is Anni-Frid Lyngstad and which is Agnetha Faltskog. Knock it down to $20 and we’ll talk.
Call of Duty: Roads to Victory,PSP,Mar-13-2007,Amaze Entertainment,Action | Shooter | Shooter | First-Person | Historic | Historic | Arcade,GamesRadar+,60,The game is still playable although not without its frustrations. And seriously why bother giving us an accuracy percentage when aiming is nearly impossible. Thats like yelling at an arthritic waiter for spilling your soup. But the wonderful presentation COD fans have come to expect is intact and the game visually translates unimpeded.
Wheelman,Xbox 360,Mar-24-2009,Tigon | Midway Studios - Newcastle,Driving | Racing | Mission-based | Arcade | Mission-based | Automobile,Gamer.nl,60,Wheelman is best described as a B-movie. Bad production values and a lousy script. However the funny one-liners bad dialog and over-the-top action make up for lost ground. Wheelman is by far a good game but still a very enjoyable one.
Wavey The Rocket,PC,May-7-2020,UpperRoom Games Ltd,Action | General,DarkZero,60,When it’s all said and done my main quarrel with all of these issues is that they are holding this super concept back from reaching anywhere near its potential and it’s just such a shame to see. Wavey The Rocket has its ups and downs it’s crests and troughs if you will but it is still a good game at its core. There are just a few rough edges that need to be worked on and status quos to break free of. Instead of trying to fit this new idea into an established space like a wavey peg into a conventionally-shaped hole I wanted to see it go further to think bigger!
Danger Zone,PlayStation 4,May-30-2017,Three Fields Entertainment,Racing | General | Arcade | Automobile,IGN Spain,60,Short not very beautiful and with a lot of room to improve but still fun while we wait for a new Burnout game.
Redeemer,PC,Aug-1-2017,Sobaka,Action Adventure | Linear,GameOver.gr,60,It’s a pure beat ‘em up game with satisfying and fast combat albeit without any effort to provide anything we haven’t seen before. Its repetitive nature goes without saying raising the guilt part of this guilty pleasure offering exponentially with each passing hour.
STRAFE,PC,May-9-2017,Pixel Titans,Action | Shooter | First-Person | Arcade,Gameplanet,60,Strafe isnt bad but there are many better ways to satiate your nostalgia for 90s FPS titles.
Townsmen: A Kingdom Rebuilt,Switch,Nov-9-2018,HandyGames,Strategy | General | Management | Government,Nintenderos,52,Townsmen allows us to manage our village not only against the invading forces but also against the different natural forces such as storms or snow avalanches. Despite this the title is somewhat monotonous and has boring loading screens.
The Town of Light,PC,Feb-26-2016,LKA,Adventure | 3D | First-Person,Edge Magazine,60,For all its faults theres every chance The Town of Light could end up getting under your[ skin]. [April 2016 p.112]
X-Men: The Arcade Game,PlayStation 3,Dec-14-2010,Konami,Action | Beat-'Em-Up | Beat-'Em-Up | 2D,Gaming Age,67,So yeah X-Men is a game with limited appeal to very particular niche but its something Im personally extremely happy to have and its nearly identical to what I played in the Arcade.
Van Helsing,PlayStation 2,May-6-2004,Saffire,Action | Shooter | Third-Person | Fantasy,Stuff,60,The convoluted control scheme outlined in the manual leads you believe you can pull of coolly calculated combinations (isnt alliteration fun!) but the action quickly devolves into button-mashing confusion.
Mace Griffin Bounty Hunter,Xbox,Jun-20-2003,Warthog,Action | Shooter | First-Person | Sci-Fi,netjak,60,Isnt the greatest game ever made but it certainly isnt the worst. I personally had a very good time with it and recommend it to anyone looking for a good solid singleplayer FPS fix.
Global Touring Challenge: Africa,PlayStation 2,Jun-14-2002,Rage Software,Driving | Racing | GT / Street,Play Magazine,60,All the basics are in place competently attended to and the visual presence is extremely strong – little details like an amazing waterfall and dense environment effects continually impress. [June 2002 p.55]
WWE WrestleMania X8,GameCube,Jun-9-2002,Yuke's,Action | Fighting | Wrestling,Into Liquid Sky,58,Single player matches can be fun except when getting into multi-opponent matches where the computer decides that youre always the odd-man out. Youll be screaming for blood when its you versus three opponents.
Forever Kingdom,PlayStation 2,Jan-21-2002,From Software,Role-Playing | Action RPG,GameSpot,63,A game with no real outstanding qualities. That said if the core gameplay is enough to hold your interest and if you enjoy collecting rare items the game may be worth a purchase.
Floigan Bros. Episode 1,Dreamcast,Jul-30-2001,Visual Concepts,Action | General,Hot Games,60,Impressive for its visual and audio style these Brothers need more help in the gameplay department if they hope to become a franchise.
Gradius III and IV,PlayStation 2,Nov-13-2000,KCET,Action | Shooter | Scrolling,GameSpot,63,Konamis sights may be locked dead on the retrogaming audience but Gradius III & IV are both excellent albeit incredibly difficult games in their own right.
We Happy Few,Xbox One,Aug-10-2018,Compulsion Games,Action Adventure | General,TrueAchievements,60,If We Happy Few had all of these problems while in Xbox Game Preview and a pre-release state youd be more likely to excuse it but its rare to encounter so many issues in a full game release. While none were game breaking they spoil what can be a decent game with a unique world interesting characters and a convincingly damning depiction of the perils of taking hallucinogenic drugs. Its a world to which you want to return but its also a world that throws up a new problem with every visit. With several patches this game could be a fun experience but right now it can often be an exercise in frustration.
