title , platform , release_date , developer , genres , reviewer , metascore , review
Dragon Age: Inquisition,Xbox One,Nov-18-2014,BioWare,General | Role-Playing | General | Action RPG | Western-Style,NZGamer,100,There’s no hyperbole when I say that Dragon Age: Inquisition is the best RPG I’ve played in a long time. Hell it’s the best game of any genre I’ve played in a long time. It’s a shoo-in for Game of the Year in my books a masterclass in game design that deserves a spot in everyone’s game library.
Dark Souls: Prepare to Die Edition,PC,Aug-24-2012,From Software,Role-Playing | Action RPG | Action RPG,IncGamers,100,A bare-bones port can't sully one of the outstanding titles of this generation.
The Binding of Isaac: Afterbirth +,Switch,Mar-17-2017,Edmund McMillen | Nicalis,Action | Shooter | Shoot-'Em-Up | Top-Down,NF Magazine,90,The final chapter of the Isaac series has arrived and what a wacky bare-buns ride it's been. [Issue #27 – May/June 2017 p. 69]
NBA 2K13,Wii U,Nov-18-2012,Visual Concepts,Sports | Traditional | Team | Basketball | Sim | Sim,Everyeye.it,95,NBA 2K13 on Wii U remains the best sports simulation available.
Shadow Tactics: Blades of the Shogun,PC,Dec-6-2016,Mimimi Productions,Strategy | Real-Time | Tactics,LEVEL (Czech Republic),100,After many years we have a clever game with a fantastic design set in the original environment that upgrades the gameplay of Commandos and Desperados series almost to a piece of art. [Issue #271]
Super Smash Bros. for Nintendo 3DS,3DS,Oct-3-2014,Bandai Namco Games,Fighting | 3D | 2D | Action | Fighting | 2D | 3D,Switch Brasil,100,Super Smash Bros. for 3DS succeeds in everything it tries to do.
Medieval II: Total War Kingdoms,PC,Aug-28-2007,Creative Assembly,Strategy | Real-Time | Historic | General,GameShark,100,Kingdoms breathes fresh life into the Total War franchise just when it needs it most.
Call of Duty: World at War,PlayStation 3,Nov-10-2008,Treyarch,Action | Shooter | Shooter | First-Person | Historic | Historic | Arcade,PSW Magazine UK,100,Packed with extras World At War is a fast frantic exciting and emotionally draining shooter. This is how a war game should be. [Dec 2008 p.66]
Dragon Quest Builders 2,PC,Dec-10-2019,Omega Force | Koei Tecmo Games,Action Adventure | Sandbox,Digital Chumps,92,The fact that the developers found a better way to play the game through mouse/keyboard means that you certainly have a better experience to look forward to with Dragon Quest Builders 2 being on the PC. It’s the entire package on the PC and should give something a bit different to those playing that Minecraft thing.
The Outer Worlds,Xbox One,Oct-25-2019,Obsidian Entertainment,Role-Playing | Western-Style,TheXboxHub,100,All in all and The Outer Worlds on Xbox One is so much more than Fallout in space and I honestly think you owe it to yourself to play this game. This is one of the most entertaining gaming experiences I’ve played this year and I have no hesitation in recommending it to anyone and everyone.
VA-11 Hall-A: Cyberpunk Bartender Action,PlayStation 4,May-2-2019,Sukeban Games,Simulation | General,PlayStation Universe,90,Va-11 Hall-A is one of those games that comes out of nowhere and blindsides you with what it has to say. It beats the hearts and minds of the creators in special ways all while delivering a wonderful stylized world through its unique list of characters. Despite its few shortcomings and hefty reading Va-11 Hall-A offers up something all its own rarely found in this industry.
DJMax Respect,PlayStation 4,Mar-6-2018,Rocky Studio,Action | Rhythm | Music,Wccftech,90,With a high spike in difficulty that demands respect and practice to scale over DJMax Respect is a journey that will take you through the last dozen years of Korean rhythm games with a roster of many of the series' greatest hits.
Pro Evolution Soccer 2017,PlayStation 4,Sep-13-2016,Konami,Sports | Team | Soccer | Sim,God is a Geek,100,PES has refined year on year in this generation continuing to improve but PES 2017 is the crowning moment. With different tactics and styles that are effective and unique players great goal feel and lovely control PES 2017 just feels so good to play. It may well be the greatest football game ever made.
Resogun: Defenders,PlayStation 4,Feb-17-2015,Housemarque,Action | Shooter | Shoot-'Em-Up | Horizontal,Eurogamer Italy,100,With Defenders and the latest free update Resogun has easily become the best arcade game available for PlayStation 4 but also one of the best exclusives for the Sony console.
Shovel Knight,PC,Jun-26-2014,Yacht Club Games,Platformer | 2D | Action | Platformer | 2D,ZTGD,100,If you played these classic NES games back in the day and are looking for that feeling again you just found it. Shovel Knight is one game pretty much any gamer should not miss out on.
Final Fantasy X / X-2 HD Remaster,PlayStation 3,Mar-18-2014,Virtuos,Role-Playing | Miscellaneous | Console-style RPG | Compilation | Compilation,PlayStation Universe,95,Square Enix's labor of love re-imagines two classic RPGs with stunning visual fidelity and enough content to yield hundreds of hours with some of the best role-playing in two generations.
DmC: Devil May Cry,PC,Jan-24-2013,Ninja Theory | QLOC,Action | General | Action Adventure | Fantasy | General | Fantasy | Linear,ZTGD,95,The game really is just pure fun to play. On a high end PC the game looks amazing in cut scenes and in the fast-paced combat. If you are an action game fan you owe it to yourself to own DmC. You will not be disappointed.
The Legend of Zelda: Four Swords Anniversary Edition,DS,Sep-28-2011,GREZZO,Action Adventure | Fantasy | General | Fantasy,NintendoWorldReport,90,Despite minor faults Four Swords Anniversary Collection is an amazing game. I'm shocked that Nintendo put any effort-much less this amount of effort-into a free downloadable title. But good for them.
Maboshi's Arcade,Wii,Dec-29-2008,Mindware,Miscellaneous | Puzzle | Action | Puzzle | Puzzle | Action,Nintendo Gamer,100,Will the Large Hadron Collider end the world? Probably not. Ignoring MaBoShi on the other hand... that's a totally different story. You must get this. [Dec 2008 p.75]
Peggle Deluxe,PC,Mar-6-2007,PopCap,Miscellaneous | Puzzle | Action | Puzzle | Puzzle | Action,The A.V. Club,100,When your ball approaches the level-clearing peg the view zooms in tight on the action. Time slows and a timpani drum roll slaps a 50-point accent mark over the tension. As orb and target collide the rapturous hosannas of Beethoven's "Ode To Joy" explode out of the speakers. Few games make winning feel this good.
Viewtiful Joe 2,PlayStation 2,Dec-7-2004,Clover Studio,Action | Beat-'Em-Up,Play Magazine,100,Among the myriad of reasons why I loved this game more every second I played it...is the way the puzzles and especially the visual presentation evolve. [Dec 2004 p.70]
Tony Hawk's Underground,Xbox,Oct-27-2003,Neversoft Entertainment,Sports | Alternative | Skateboarding,GamePro,100,The story ramps up the difficulty gradually so you build skills as you go but there are now four difficulty levels making THUG totally accessible to newbies.
WWE SmackDown! Here Comes the Pain,PlayStation 2,Oct-27-2003,Yuke's,Action | Fighting | Wrestling,Cinescape,100,The best wrestling game on the market for any platform.
Tony Hawk's Pro Skater 4,Game Boy Advance,Oct-28-2002,Vicarious Visions,Sports | Alternative | Skateboarding,G4 TV,100,Quite simply the best skating game for handheld systems ever. Totally worthy.
Hot Shots Golf 3,PlayStation 2,Mar-11-2002,Clap Hanz,Sports | Traditional | Golf | Arcade,Gaming Age,100,I can't imagine the series or video game golf for that matter getting much better than this (of course it will).
Monopoly Tycoon,PC,Sep-24-2001,Deep Red,Strategy | Tycoon | Management | Tycoon | Business / Tycoon,Yahoo!,90,Every one of the revolutionary changes has been carefully calculated to walk the fine line between serious sim and nostalgic trip back to childhood...we have to give Monopoly Tycoon a full recommendation.
FIFA 2001 Major League Soccer,PlayStation,Nov-14-2000,EA Sports,Sports | Traditional | Soccer | Sim,GamePro,100,Lives up to EA Sports' tagline by re-creating soccer completely.
Indigo Prophecy,PC,Sep-20-2005,Quantic Dream,Adventure | 3D | Modern | Third-Person | Modern,Times Online,100,A completely engrossing game designed for the patience of adult players that will stand up to an almost infinite number of sessions. It’s a technically marvellous achievement by David Cage.
Prince of Persia: The Two Thrones,PC,Dec-1-2005,Ubisoft,Action Adventure | Fantasy | Fantasy | Linear,Four Fat Chicks,100,The short version is that Ubisoft has continued its storied tradition of doing nearly everything wrong yet somehow managing to produce a great game. Prince of Persia: The Two Thrones is awesome.
Sam & Max Episode 204: Chariots of the Dogs,PC,Mar-13-2008,Telltale Games,Adventure | General | 3D | Point-and-Click | Third-Person,Adventure Gamers,100,Chariots of the Dogs sucked me in and completely immersed me with the joy that comes from playing a special adventure game.
Marvel vs. Capcom 3: Fate of Two Worlds,Xbox 360,Feb-15-2011,Capcom,Action | Fighting | Fighting | 2D | 2D,GamerNode,100,MvC3 is the same crazy over-the-top fighting game that fans loved back in 2000 just with a fresh control scheme and a new coat of 3D hi-res paint. Fighting game fans will fall in love with the "easy to play hard to master" format.
Assetto Corsa,PC,Dec-19-2014,Kunos Simulazioni,Driving | General | GT / Street | Racing | Simulation | Automobile,IGN Italia,95,Assetto Corsa is a shining masterpiece of virtual motorsport a new standard for the future of driving simulators and an all-Italian pride.
Ys VIII: Lacrimosa of DANA,PlayStation 4,Sep-12-2017,Falcom,Role-Playing | Action RPG,Polygon,95,Developer Nihon Falcom has always been talented but this project represents a new high for the studio a game where each piece comes together and interlocks in a way that feels damn near perfect. Don’t let the obscure name fool you; forgettable story aside this is one of the best action-RPGs of this generation.
Machinarium,PC,Oct-16-2009,Amanita Design,Adventure | General | Third-Person | General | Point-and-Click | Sci-Fi,The A.V. Club,100,One of the most beautiful games to hit home computers in a long time.
Nioh 2,PlayStation 4,Mar-13-2020,Team Ninja,Role-Playing | Action RPG,LEVEL (Czech Republic),100,The second Nioh is more than just a continuation of the legacy. The authors have been able to learn from the mistakes of the first game and thanks to that this is an excellent action RPG that will not let you rest and you will want to keep playing. [Issue#303]
Frozen Synapse,PC,May-26-2011,Mode 7 Games,Strategy | Turn-Based | General | Modern | Tactics,GameShark,100,I'm hardly a hardcore strategy nerd so maybe it's the accessibility and surface-level depth I can get down with. I can't wait to dig deeper to see what else I'll enjoy about this topnotch turn-based masterpiece.
Champions of Norrath,PlayStation 2,Feb-10-2004,Snowblind Studios,Role-Playing | Action RPG,Times Online,100,Right from the start in the tree kingdom of Kelethin you are plunged into hack’n’slash heaven. The graphics are some of the best on the PS2 and there is plenty of variation in the gameplay.
F1 2016,Xbox One,Aug-19-2016,Codemasters,Racing | Simulation | Automobile,ICXM,90,Codemasters have crafted the best F1 game that you can get on a console. With near perfect gameplay albeit hit and miss visuals F1 2016 is a must for fans of the genre.
Valkyria Chronicles,PC,Nov-11-2014,Sega,General | Historic | Strategy | Turn-Based | Tactics,LEVEL (Czech Republic),100,A technically brilliant port of the most excellent strategy game gives you an order to join the war of Gallia. [Issue#249]
Freelancer,PC,Mar-3-2003,Digital Anvil,Simulation | Sci-Fi | Space | Small Spaceship | Small Spaceship | Combat,Cincinnati Enquirer,100,The word epic describes Freelancer Microsoft Game Studios' latest title thanks to its strong narrative and virtually limitless game play opportunities.
Guitar Hero 5,Xbox 360,Sep-1-2009,Neversoft Entertainment,Action | Miscellaneous | Rhythm | Music | Music,1UP,100,This is the game that can actually bring both hardcore and casual rockers together for a good time. The multiplayer is easier to jump into than Rock Band but the game's more intense difficulty settings still provide a challenge for the plastic-instrument elitist.
Bayonetta & Vanquish,PlayStation 4,Feb-18-2020,PlatinumGames,Miscellaneous | Compilation,The Games Machine,93,Bayonetta & Vanquish 10th Anniversary Bundle is an amazing collection that features two of the most important titles in the history of Platinum Games at 4k and 60fps on consoles sold at an affordable price.
Zenzizenzic,PC,Jul-23-2015,Ruud Koorevaar,Action | General,GamingTrend,90,Zenzizenzic is rapid colorful simple and just about as much fun as you can have playing a video game.
NBA Jam: On Fire Edition,Xbox 360,Oct-5-2011,EA Sports,Sports | Traditional | Team | Basketball | Arcade | Arcade,Da Gameboyz,90,If you are a fan of the previous NBA Jam games you can download this one without hesitation but even for those new to the scene NBA Jam: On Fire Edition is money well spent.
Galactic Civilizations III: Crusade,PC,May-4-2017,Stardock,Strategy | Turn-Based | 4X,Gaming Nexus,95,An example of what a good expansion can be. Adds depth and breadth to the original. Worth the 20 bucks and more.
The Wolf Among Us: Episode 1 - Faith,PC,Oct-11-2013,Telltale Games,Action Adventure | Adventure | Fantasy | General | Fantasy | Point-and-Click,The Escapist,100,An amazing introduction to the Fables setting the first episode of The Wolf Among Us absorbs you fully into the character of Bigby Wolf through excellent writing and forcing the player to make engaging choices.
Final Fantasy IV Advance,Game Boy Advance,Dec-12-2005,TOSE,Role-Playing | Console-style RPG,eToychest,94,Square Enix finally gave Final Fantasy II the treatment it deserved in Final Fantasy IV Advance and whether you've worn out two of the old carts from overuse or have never even played a 2D Final Fantasy you should pick this one up to see what made the Final Fantasy series such a powerhouse of the role-playing genre.
SteamWorld Dig 2,PC,Sep-22-2017,Image & Form,Action | Action Adventure | General | Platformer | 2D,GameSpot,90,Every advancement Dig 2 makes to its story and mechanics strengthens your initiative to progress. There's an overwhelming sense of momentum that runs through the adventure; as if developer Image & Form sifted the original in a pan removing its redundancies while expanding upon what made it so fun to persistently play.
Robo Recall,PC,Mar-1-2017,Epic Games,Action | General | Shooter | Light Gun,Guardian,100,Robo Recall is an almost perfect VR arcade experience. The only downside is that the cost of entry for Oculus Rift and Touch – even with a new lower price of £598 – is still too high for many when you include the cost of the PC needed to run it. But that’s not the game’s fault.
Super Stardust HD,PlayStation 3,Jun-28-2007,Housemarque,Action | General | Shooter | Shooter | Static | Static | Shoot-'Em-Up | Top-Down,Console Gameworld,95,Excellent graphics simple controls no tilt and just a really fun game Super Stardust HD is the must have game for PSN.
Sine Mora,PlayStation Vita,Nov-20-2012,Digital Reality | Grasshopper Manufacture,Action | Shooter | Shooter | Scrolling | Scrolling | Shoot-'Em-Up | Vertical | Horizontal,Gaming Age,100,Overall Sine Mora is really an amazing game. Simple in it's gameplay but challenging enough for even the hardcore Bullet Hell Players.
Super Paper Mario,Wii,Apr-9-2007,Intelligent Systems,Action | Role-Playing | Platformer | Platformer | Action RPG | 3D | 3D,Cheat Code Central,96,Probably the perfect game for those that enjoyed New Super Mario Bros. and don't mind reading a bit too much as it has an actual story and cutscenes...This game is so engaging that you won't quit without finishing the game and finding out what happens at the end.
Mega Man Legacy Collection,PC,Aug-24-2015,Digital Eclipse,Miscellaneous | Compilation,IGN,90,Mega Man Legacy Collection is an object lesson for how game compilations should be engineered providing rock-solid adaptation to a new platform respecting the material’s historic context and exercising restraint.
Star Wars: Rogue Squadron,Nintendo 64,Nov-17-1998,Factor 5,Simulation | Sci-Fi | Small Spaceship,Gaming Age,96,This is a title that no self-respecting N64 owner should pass up. Nintendo has created the first true N64 classic since "Mario 64."
Warhammer 40000: Dawn of War II - Chaos Rising,PC,Mar-10-2010,Relic,Strategy | Real-Time | Fantasy | General | Fantasy,Cheat Code Central,96,Excellent detail comes through in terms of the characters items and environments. Sure there aren't a lot of different locations but everything looks great with lots of depth and dimension.
Two Point Hospital,Switch,Feb-25-2020,Two Point Studios,Simulation | Strategy | Management | Virtual | Career | Business / Tycoon,Player 2,100,Two Point Hospital on the Switch is an absolute delight. The Humour is spot on and will keep you smiling while the mounting challenge of each new hospital will keep you glued to this enjoyable simulator for hours on end.
Far Cry 2,PC,Oct-21-2008,Ubisoft Montreal,Action | Shooter | Shooter | First-Person | Modern | Modern | Arcade,PC PowerPlay,100,The unique setting brilliant AI and palpable atmosphere make Far Cry 2 a quintessential PC gaming experience. [Dec 2008 p.63]
Professor Layton and the Curious Village,DS,Feb-10-2008,Level 5,Miscellaneous | Adventure | Puzzle | Edutainment | General | Puzzle | General,GameShark,100,One of the finest debuts of a new IP in some time and does an incredible job of combining two areas the DS seems to have been made for: puzzles and adventure gaming. The addictive gameplay twisting story charming characters and beautifully drawn animation makes this a game that neither puzzle fans nor adventure game fans should miss.
The Walking Dead: Episode 3 - Long Road Ahead,PC,Aug-29-2012,Telltale Games,Miscellaneous | Adventure | General | Compilation | Point-and-Click,ZTGD,95,Episode 3 is the one episode that really makes you think. It's a rough emotional ride that will make you want to replay the episode to see what exactly would happen if you changed your choices. It really is the best episode in the series so far. It will be very difficult to top this one. The cliffhanger to this episode will guarantee that you will want to play the next. I highly suggest the entire series and especially this episode without any doubts.
AudioSurf,PC,Feb-15-2008,BestGameEver.com,Action | Miscellaneous | Rhythm | Music | Music,1UP,95,I can see anyone coming back to this again and again over the next few years and that's more than enough to justify the peanuts they're asking for Audiosurf.
Final Fantasy X / X-2 HD Remaster,Xbox One,Apr-16-2019,Virtuos,Miscellaneous | Compilation,TheXboxHub,100,This is the perfect entry point into the series for newcomers. And for everyone else it is one of the best JRPGs of all time.
Yakuza 0,PlayStation 4,Jan-24-2017,Ryu ga Gotoku Studios,Action Adventure | Open-World,LEVEL (Czech Republic),100,Mood pathos emotion humor ... and helluva fights. This is a combination that makes Yakuza zero the one of the most entertaining game in the whole series. For lovers of Japan Y0 is a must-have. [Issue#272]
Super Mario 64 DS,DS,Nov-20-2004,Nintendo,Action | Platformer | Platformer | 3D | 3D,GameSpy,100,Its greatness holds up almost ten years later. It's a treat having an enhanced (both gameplay-wise and visually) version of the game that you can toss in your pocket and play on the go. This is easily the best launch title in the DS lineup.
Dead Rising,Xbox 360,Aug-8-2006,Capcom,Action Adventure | Horror | Horror | Open-World,Yahoo!,100,The spaced out save points create a wonderfully rare sense of dread. You'll want to stock up on inventory and weapons before attempting a particularly difficult passage. And you're not always secure whether you're going to make it. This is where Dead Rising's sandbox zombie killing comes into its own.
MLB The Show 17,PlayStation 4,Mar-28-2017,Sony Interactive Entertainment,Sports | Team | Baseball | Sim,Gaming Age,100,Of course if I'm being honest offline single-player is what I care about most when it comes to MLB The Show anyway so it's not like multiplayer was going to change my opinion too much one way or the other. And from that perspective — that is as someone who's probably going to spend a few hundred hours with the game over the next year with 95% of that being in RTTS — I have to say that MLB The Show 17 once again delivers.
BattleBlock Theater,PC,May-15-2014,The Behemoth,Action | Platformer | 2D,Hardcore Gamer,90,BattleBlock Theater doesn’t do anything particularly new but that’s perfectly okay because everything it does do it does without a hitch to speak of.
Dragon Ball FighterZ,PC,Jan-26-2018,Arc System Works,Action | Fighting | 2D,DualShockers,90,To put it simply Dragon Ball FighterZ is stunning in motion.
Star Wars: Knights of the Old Republic II - The Sith Lords,PC,Feb-8-2005,Obsidian Entertainment,Role-Playing | Third-Person | Third-Person | General,Worth Playing,95,The epic struggles of the universe are told in a cinematic moving style. The interpersonal conflicts are brought out through rich dialogue and well thought-out storytelling.
Destiny 2,PlayStation 4,Sep-6-2017,Bungie,Action | Shooter | First-Person | Arcade,GameSpace,100,Destiny 2 is an epic: a story with an ever expanding scale made greater by the heroes of whom the story is told with tragedy struggle and redemption. It is very fitting that the score to accompany it must be too. And it is. There were moments that I had to put the controller down and simply listen taking in the scope of what I was experiencing.
AMID EVIL,PC,Jun-20-2019,Indefatigable,Action Adventure | General,PC Invasion,90,Amid Evil is simultaneously breathtaking and exhilarating in a way that most of its ilk could never hope to be. It's truly an epic adventure filled with impressive sights and dangerous foes.
Mario Kart 7,3DS,Dec-4-2011,Retro Studios | Entertainment Analysis & Development Division,Driving | Racing | Arcade | Kart | Kart | Automobile,Gameblog.fr,100,With almost ten years of thrilling races behind them even the most fine-tuned racing fireballs can show signs of fatigue. But rather than risking a break-down Nintendo was smart enough to dismantle its Mario Kart core formula in order to correctly refreshen each and every one of its clogs before putting them back together. As an added bonus the mechanic repainted it nicely and added some of the latest technologies. The end result roars at soon as the engine starts and promises to run nicely for quite some time thanks to solid online features.
Prince of Persia: The Two Thrones,Xbox,Dec-1-2005,Ubisoft,Action Adventure | Fantasy,Cheat Code Central,96,All of the game's elements mesh from the music to the storyline from the puzzles to the control system. I can't find anything nasty to say about this game. Ubisoft have certainly done their homework.
Halo: The Master Chief Collection,Xbox One,Nov-11-2014,343 Industries,Miscellaneous | Compilation | Action | Shooter | First-Person | Sci-Fi | Arcade,Digital Spy,100,There's more love and care lavished on The Master Chief Collection than you see in countless other big-money brand new blockbuster releases. The fact that the games themselves are fantastic fun online and off is the cherry on the icing.
Batman: The Enemy Within - Episode 5: Same Stitch,PC,Mar-26-2018,Telltale Games,Adventure | Point-and-Click,Attack of the Fanboy,100,Batman: The Enemy Within - Episode 5 "Same Stitch" is a near-perfect finale to an already fantastic series. Storytelling voice acting art design and every other aspect of the series has come together here and delivered one of the best episodes in Telltale's history.
NCAA Football 11,PlayStation 3,Jul-13-2010,EA Tiburon,Sports | Traditional | Team | Football | Sim | Sim,Playstation: The Official Magazine (US),90,Still amid an overdose of pomp and ceremonial broadcast presentation this simulation provides great football action and enough dream material to give high school kids goose bumps. [Oct 2010 p.84]
MVP Baseball 2005,PC,Feb-22-2005,EA Sports,Sports | Traditional | Team | Baseball | Sim | Sim,PC Gameworld,91,If you want to play a well-balanced baseball game that mixes stats and simulation with arcade action this is really your best option.
Phantasy Star Online Episode I & II,GameCube,Oct-29-2002,Sonic Team,Role-Playing | Massively Multiplayer Online | Sci-Fi,Play Magazine,100,I've logged 70 hours on the game so far and I'm nowhere near quitting. Sure I've finished the game many times already but the game's structure of almost endless goals keeps me coming back for more every single day. [Jan 2003 p.82]
Assault Android Cactus,PlayStation 4,Mar-8-2016,Witch Beam,General | Scrolling | Action | Shooter | Shoot-'Em-Up | Top-Down,Gaming Age,100,The one downside to a gorgeous fast-paced whirlwind of constant activity is that there's not much of a story to go along with it. I don't know about you but when the end result is as much fun as Assault Android Cactus that's a trade-off I have no problem making.
Persona 4 Arena Ultimax,Xbox 360,Sep-30-2014,Arc System Works,Action | Fighting | 2D,IGN,91,Its irresistible sense of style speaks for itself but given how much I love its predecessor the biggest compliment I can pay it is that it’s 100% the sequel that Persona 4 Arena deserved.
Darksiders II,Wii U,Nov-18-2012,Vigil Games,Modern | Action Adventure | Fantasy | Fantasy | Open-World,Gaming Age,100,The voice acting is all wonderfully done especially Death. He's such a great character and is very funny throughout the game especially in the way he deals with some of the side-quests that characters give him. If you already own the game there's very little incentive to picking up the Wii U version but if you've held off or never had the means to buy it until now I highly recommend the purchase.
Guitar Hero: Metallica,Wii,Mar-29-2009,Neversoft Entertainment,Action | Miscellaneous | Rhythm | Music | Music,Gaming Age,100,For fans of the Guitar Hero franchise Guitar Hero: Metallica might be the best entry we've seen yet. I was somewhat lukewarm on my reception to the other band-themed title that Neversoft put out with GH: Aerosmith but Metallica absolutely blows that game out of the water not only with the track listing but the overall time and attention put into the actual presentation and how the band seems to be infused into every aspect of the game.
Fire Emblem: Path of Radiance,GameCube,Oct-17-2005,Intelligent Systems,Strategy | Turn-Based | Fantasy,Cheat Code Central,100,With its large expansive game play and large battles around every corner. The game is hard so don't expect to beat it down with out at least sending your Gamecube into orbit at least once.
Final Fantasy XI,PlayStation 2,Mar-23-2004,Square Enix,Role-Playing | Massively Multiplayer Online | Fantasy,Stuff,100,Final Fantasy XI far outstrips "Everquest's" addictiveness in the multiplayer online role-playing realm.
Full Metal Furies,PC,Jan-17-2018,Cellar Door Games,Action | Beat-'Em-Up | 2D,GameSpace,87,Full Metal Furies is high-quality side-scrolling brawler that understands its roots while still managing to both pushes the genre forward with its inclusion of some great RPG elements as well as add its own unique style to the genre. Furies offers many hours of single-player fun and shines exceptionally well when played to its full potential as a co-op experience. I highly recommend picking this title up if you’re looking for something new and charming.
Super Mega Baseball,PlayStation 4,Dec-16-2014,Metalhead Software,Traditional | Sports | Team | Baseball | Arcade,Gaming Age,100,Because really Super Mega Baseball is the sort of fun easy to pick up diversion that video game baseball was at the very beginning of its lifespan — and if it's as great as it is here there's every reason to believe it can still fulfill that function.
NASCAR Thunder 2004,Xbox,Sep-16-2003,EA Games,Driving | Racing | Stock Car,Xbox Nation Magazine,90,One kick-ass game. If you're a fan of NASCAR racing you've never had it so good on a home console. [Dec/Jan 2004 p.97]
DDRMAX: Dance Dance Revolution,PlayStation 2,Oct-28-2002,KCET,Miscellaneous | Rhythm | Dancing,Cinescape,100,It’s a fan’s dream come true.
NASCAR Thunder 2002,PlayStation 2,Oct-15-2001,EA Sports,Driving | Racing | Stock Car,Hot Games,100,If you were looking for the ultimate NASCAR game you’ve found it.
NHL 2001,PlayStation 2,Oct-25-2000,EA Sports,Sports | Traditional | Ice Hockey | Sim,Core Magazine,100,So damned good I don't know how EA will top this performance next year.
F355 Challenge,Dreamcast,Sep-19-2000,Sega,Driving | Racing | GT / Street,Planet Dreamcast,95,I feel that in spite of the few omissions with its incredibly tight control beautiful graphics and excellent multiplayer modes F355 Challenge takes the crown for best Dreamcast racer yet and is a strong contender for best sim racer of all time!
The Elder Scrolls III: Bloodmoon,PC,Jun-3-2003,Bethesda Softworks,Role-Playing | First-Person | First-Person | Western-Style,Four Fat Chicks,100,A tremendously valuable expansion to the world of “Morrowind” adding a new story and an environment of real depth and complexity.
Boom Blox,Wii,May-6-2008,EA LA,Miscellaneous | Puzzle | Puzzle | General | Puzzle | General,1UP,100,Boom Blox may not be the best Wii game depending on your proclivities but it's definitely the best use of the Wii yet. It's immensely accessible wonderfully tactile and stands as one of the best treatments of gaming in a 3D space.
Madden NFL 08,Xbox 360,Aug-14-2007,EA Tiburon,Sports | Traditional | Team | Football | Sim | Sim,Yahoo!,100,These animations are gorgeous to look at from Reggie Bush doing his trademark summersault for six or a Chad Johnson river dance after a score. This is because the game runs at a buttery smooth 60 frames per second...Madden 08 is simply superb. If you could only own one next-gen football this is it.
Pro Evolution Soccer 2016,Xbox One,Sep-15-2015,Konami,Sports | Team | Soccer | Sim,Official Xbox Magazine UK,90,This year’s PES has improved its game in all the right areas of the pitch resulting in a pulsating best-in-class football sim – although there’s room for improvement presentation-wise.
Far Cry 2,PlayStation 3,Oct-21-2008,Ubisoft Montreal,Action | Shooter | Shooter | First-Person | Modern | Modern | Arcade,GameShark,100,This is one of the most amazing worlds in gaming and the fact that it's brimming with so much action and intrigue makes it that much better.
Rogue Legacy,PC,Jun-27-2013,Cellar Door Games,Role-Playing | General | Action | Platformer | Platformer | 2D | 2D,D+PAD Magazine,100,Roguelike games have become increasingly popular of late and it’s great to see one which rewards you for all the time spent by allowing a form of character progression. It’s mitigated to a point by having you lose all your money before entering a castle and each purchased bonus makes all the others more expensive.
BattleBlock Theater,Xbox 360,Apr-3-2013,The Behemoth,Action | Platformer | Platformer | 2D | 2D,GamingTrend,92,At 1200 MS points it’s a small price to pay for the madness and certainly lives up to its Castle Crashers pedigree for polish poise and preposterous premise.
Dragon Quest Builders 2,Switch,Jul-12-2019,Square Enix,Role-Playing | General | Action Adventure | Sandbox,VGC,100,Dragon Quest Builders 2 is the perfect sequel. The kind that improves on every aspect of the original adding more meaningful content to the mix quality of life fixes and throwing some interesting new aspects at players whilst maintaining that core that made the first game so enjoyable in the first place.
Castlevania: Lords of Shadow,PlayStation 3,Oct-5-2010,Mercury Steam,Action Adventure | Fantasy | General | Fantasy,Gaming Age,100,It's a great game separate from the franchise and definitely does a favor for the third person action genre but with the CV characters and license attached it becomes even more enjoyable for me.
Pokemon Diamond Version,DS,Apr-22-2007,Game Freak,Role-Playing | Console-style RPG | Console-style RPG | Trainer,Thunderbolt,100,Easily one of the greatest titles on the DS...Between exploring the massive towns wandering through the multi-tiered wastelands and challenging legions of trainers you’ll enjoy a lengthy adventure that no other DS game can boast.
Virtua Fighter 5,PlayStation 3,Feb-20-2007,Sega AM2,Action | Fighting | Fighting | 3D | 3D,GameSpy,100,For gamers who've mocked their PS3-owning friends it's time to suck up to them and hang out at their crib for this one. One taste of this and it's going to feel like a long long wait for the summertime release on Xbox 360.
Ikaruga,GameCube,Apr-15-2003,Treasure,Action | Shooter | Scrolling,Play Magazine,100,Treasure has crafted another masterpiece of hyper-tuned overhead shooter action the likes of which the world may never see again. [Apr 2003 p.57]
Yakuza Kiwami 2,PlayStation 4,Aug-28-2018,Sega | Ryu ga Gotoku Studios,Action Adventure | Open-World,Gaming Age,100,I really really enjoyed my time with Yakuza Kiwami 2 and as a fan of the series I’d certainly urge you to check it out. It has very few flaws outside of some minor animation issues and the occasional cumbersome combat sequence. It also feels like a much stronger remake than even Yakuza Kiwami which was no slouch to begin with. It also has some solid ties to both Yakuza 0 via the new elements and pre-existing story beats that feed into the more recent Yakuza 6. So check this one out when you get a chance you will not be disappointed.
Thief: Deadly Shadows,PC,May-25-2004,Ion Storm,Action Adventure | Fantasy | General | Fantasy,Four Fat Chicks,100,I have never seen a game use light the way Deadly Shadows does nor have I seen such realistic environments rendered on the fly. For those who can get it to work well on their systems this is an astounding visual experience.
